Active ingredient name - English,Active ingredient name - French,Reevaluation status,CAS number
IPCONAZOLE,IPCONAZOLE (N.M.),YES,125225-28-7
IPFLUFENOQUIN,IPFLUFÉNOQUINE (N.F.),NO,1314008-27-9
IPRODIONE,IPRODIONE (N.M.),NO,36734-19-7
IRON (PRESENT AS FEHEDTA),FER (N.M.) (PRÉSENT SOUS LA FORME DE FEHEDTA),NO,17084-02-5
IRON (PRESENT AS FERRIC PHOSPHATE),FER (N.M.) (PRÉSENT SOUS FORME DE PHOSPHATE FERRIQUE),NO,10045-86-0
IRON (PRESENT AS FERRIC SODIUM EDTA TRIHYDRATE),FER (N.M.) (PRÉSENT SOUS FORME DE TRIHYDRATE DE SODIUM FERRIQUE EDTA),YES,15708-41-5
IRON (PRESENT AS FERROUS SULFATE HEPTAHYDRATE),FER (N.M.) (PRÉSENT SOUS FORME DE SULFATE FERREUX HEPTAHYDRATE),NO,7782-63-0
IRON (PRESENT AS FERROUS SULFATE MONOHYDRATE),FER (N.M.) (PRÉSENT SOUS FORME DE SULFATE FERREUX MONOHYDRATE),NO,17375-41-6
ISOBORNYL THIOCYANOACETATE PLUS RELATED ACTIVE TERPENES,THIOCYANOACETATE D'ISOBORNYL ET DERIVES TERPENES ACTIFS (M),NO,115-31-1
ISOCYCLOSERAM,ISOCYCLOSÉRAM (N.M.),NO,2061933-85-3
ISOFETAMID,ISOFÉTAMIDE (N.M.),NO,875915-78-9
ISOPROPYL ALCOHOL,ALCOOL ISOPROPYLIQUE (N.M.),NO,67-63-0
ISOPROTHIOLANE,ISOPROTHIOLANE (N.M.),NO,50512-35-1
ISOPYRAZAM,ISOPYRAZAM,NO,881685-58-1
ISOXABEN,ISOXABÈNE (N.M.),NO,82558-50-7
ISOXADIFEN-ETHYL,ISOXADIFÈNE-ÉTHYLE (N.F.),NO,163520-33-0
ISOXAFLUTOLE,ISOXAFLUTOLE (N.M.),NO,141112-29-0
KAOLIN,KAOLIN (N.M.),NO,1332-58-7
KASUGAMYCIN (PRESENT AS HYDROCHLORIDE HYDRATE),KASUGAMYCINE (N.F.) (PRÉSENTE SOUS FORME D'HYDRATE D'HYDROCHLORURE),NO,200132-83-8
KRESOXIM-METHYL,KRÉSOXIME-MÉTHYLE (N.M.),NO,143390-89-0
L-(+)-LACTIC ACID,L-(+)-LACTIC ACID,NO,79-33-4
L-MENTHOL,L-MENTHOL (N.M.),NO,2216-51-5
LACTIC ACID,ACIDE LACTIQUE (N.M.),NO,50-21-5
LACTO - FERMENTED DAIRY PRODUCTS,LACTO - FERMENTED DAIRY PRODUCTS,NO,
LACTOBACILLUS CASEI STRAIN LPT-111,LACTOBACILLUS CASEI DE SOUCHE LPT-111,NO,
LACTOBACILLUS RHAMNOSUS STRAIN LPT-21,LACTOBACILLUS RHAMNOSUS DE SOUCHE LPT-21,NO,
LACTOCOCCUS LACTIS SSP. CREMORIS STRAIN M11/CSL,LACTOCOCCUS LACTIS SSP. CREMORIS DE SOUCHE M11/CSL,NO,
LACTOCOCCUS LACTIS SSP. LACTIS STRAIN LL102/CSL,LACTOCOCCUS LACTIS SSP. LACTIS DE SOUCHE LL102/CSL,NO,
LACTOCOCCUS LACTIS SSP. LACTIS STRAIN LL64/CSL,LACTOCOCCUS LACTIS SSP. LACTIS SOUCHE LL64/CSL,NO,
LACTOSE,LACTOSE,NO,63-42-3
LAMBDA-CYHALOTHRIN,LAMBDA-CYHALOTHRINE (N.F.),NO,91465-08-6
LAMINARIN,LAMINARINE,NO,9008-22-4
LDEG12 DOUBLE STRANDED RNA,ARN DOUBLE BRIN LDEG12,NO,
LEMON OIL,HUILE DE CITRON (N.F.),NO,8008-56-8
LEMONGRASS OIL,ESSENCE DE LEMONGRASS (N.F.),NO,8007-02-1
LINURON,LINURON (N.M.),NO,330-55-2
LIPASE,LIPASE,NO,
LIQUID CARBON DIOXIDE,DIOXYDE DE CARBONE LIQUIDE (N.M.),NO,124-38-9
LIQUID CORN GLUTEN,GLUTEN DE MAÏS LIQUIDE (N.M.),NO,
LITHIUM HYPOCHLORITE,HYPOCHLORITE DE LITHIUM,NO,13840-33-0
"LYMANTRIA DISPAR MULTICAPSID NUCLEOPOLYHEDROVIRUS STRAIN LDP-67
",VIRUS DE LA POLYÉDROSE NUCLÉAIRE A CAPSIDES MULTIPLES UTILISE CONTRE LYMANTRIA DISPAR SOUCHE LDP-67,NO,
"LYSINIBACILLUS SPHAERICUS 2362, SEROTYPE H5A5B, STRAIN ABTS 1743","LYSINIBACILLUS SPHÆRICUS 2362, SÉROTYPE H5A5B, SOUCHE ABTS 1743",NO,
M-CRESOL,M-CRESOL (M),NO,108-39-4
MAGNESIUM PHOSPHIDE,PHOSPHURE DE MAGNÉSIUM (N.M.),NO,12057-74-8
MALATHION,MALATHION (N.M.),YES,121-75-5
MALEIC HYDRAZIDE,HYDRAZIDE MALÉIQUE (N.M.),YES,123-33-1
MALTODEXTRIN,MALTODEXTRINE (N.F.),NO,9050-36-6
MAMESTRA CONFIGURATA NUCLEOPOLYHEDROVIRUS (MACONPV),MAMESTRA CONFIGURATA NUCLEOPOLYHEDROVIRUS (MACONPV),NO,
MAMMALIAN GONADOTROPIN RELEASING HORMONE (GNRH),HORMONE DE LIBÉRATION DE LA GONADOTROPHINE DE MAMMIFÈRES (GNRH),NO,9034-40-6
MANCOZEB,MANCOZÈBE (N.M.),NO,8018-01-7
MANDESTROBIN,MANDESTROBINE (N.F.),NO,173662-97-0
MANDIPROPAMID,MANDIPROPAMID (N.M.),YES,374726-62-2
MANEB,MANEBE,NO,12427-38-2
MCPA (PRESENT AS ACID),MCPA (N.M.) (PRÉSENT SOUS FORME D'ACIDE),YES,94-74-6
"MCPA (PRESENT AS AMINE SALTS: DIETHANOLAMINE, DIMETHYLAMINE, OR MIXED AMINES)","MCPA (N.M.) (PRÉSENT SOUS FORME DES SELS D'AMINES : DIÉTHANOLAMINE, DIMÉTHYLAMINE, OU D'AMINES MÉLANGÉES)",YES,94-74-6
MCPA (PRESENT AS ESTERS),MCPA (N.M.)  (PRÉSENT SOUS FORME D'ESTERS),YES,
MCPA (PRESENT AS POTASSIUM SALT OR AS SODIUM SALT),MCPA (N.M.) (PRÉSENT SOUS FORME DE SEL DE POTASSIUM OU DE SEL DE SODIUM),YES,3653-48-3
MCPB,MCPB (N.M.),NO,94-81-5
MCPB (PRESENT AS SODIUM SALT),MCPB (N.M.) (PRÉSENT SOUS FORME DE SEL DE SODIUM),NO,6062-26-6
MEAT MEAL MIXTURE,MÉLANGE DE FARINES DE VIANDE (N.M.),NO,
MECOPROP (PRESENT AS 3-ETHYLHEXYL ESTER),MÉCOPROP (N.M.) (PRÉSENT SOUS FORME D'ESTER DE 3-ÉTHYLHEXYLE),NO,
MECOPROP (PRESENT AS ACID),MÉCOPROP (N.M.) (PRÉSENT SOUS FORME D'ACIDE),NO,7085-19-0
MECOPROP (PRESENT AS AMINE SALT),MÉCOPROP (N.M.) (PRÉSENT SOUS FORME DE SEL D'AMINE),NO,
MECOPROP (PRESENT AS DIETHANOLAMINE SALT),MÉCOPROP (N.M.) (PRÉSENT SOUS FORME DE SEL DE DIÉTHANOLAMINE),NO,1432-14-0
MECOPROP (PRESENT AS DIMETHYLAMINE SALT),MÉCOPROP (N.M.) (PRÉSENT SOUS FORME DE SEL DE DIMÉTHYLAMINE),NO,32351-70-5
MECOPROP (PRESENT AS POTASSIUM SALT),MÉCOPROP (N.M.) (PRÉSENT SOUS FORME DE SEL DE POTASSIUM),NO,1929-86-8
MECOPROP-P (PRESENT AS ACID),MÉCOPROP-P (N.M.) (PRÉSENT SOUS FORME D'ACIDE),YES,16484-77-8
MECOPROP-P (PRESENT AS AMINE SALT),MÉCOPROP-P (N.M.) (PRÉSENT SOUS FORME DE SEL D'AMINE),NO,
"MECOPROP-P (PRESENT AS DIGLYCOLAMINE SALT)
","MÉCOPROP-P (N.M.) (PRÉSENT SOUS FORME DE SEL DE DIGLYCOLAMINE)
",NO,
MECOPROP-P (PRESENT AS DIMETHYLAMINE SALT),MÉCOPROP-P (N.M.) (PRÉSENT SOUS FORME DE SEL DE DIMÉTHYLAMINE),YES,66423-09-4
MECOPROP-P (PRESENT AS POTASSIUM SALT),MÉCOPROP-P (N.M.) (PRÉSENT SOUS FORME DE SEL DE POTASSIUM),YES,
MEFENPYR,MEFENPYR,NO,135591-00-3
MEFENPYR-DIETHYL,MÉFENPYR-DIÉTHYLE (N.M.),NO,135590-91-9
MEFENTRIFLUCONAZOLE,MÉFENTRIFLUCONAZOLE (N.M.),YES,1417782-03-6
MEPTYLDINOCAP,MÉPTYLDINOCAP,NO,131-72-6
MERCURIC CHLORIDE,CHLORURE MERCURIQUE (M),NO,7487-94-7
MERCUROUS CHLORIDE,CHLORURE MERCUREUX (M),NO,7546-30-7
"MERCURY AS ELEMENTAL, PRESENT AS PHENYLMERCURIC SALTS OF DODECENYL SUCCINIC AND TALL OIL FATTY ACIDS","MERCURE ELEMENTAIRE (M), PRESENT SOUS FORME DES SELS PHENYLMERCURIQUES DE L'ACIDE DODECENYL SUCCINIQUE ET DES ACIDES GROS DE TALL OIL",NO,7439-97-6
MESOSULFURON-METHYL,MÉSOSULFURON-MÉTHYLE (N.M.),NO,208465-21-8
MESOTRIONE,MÉSOTRIONE (N.F.),YES,104206-82-8
"METAFLUMIZONE (E,Z-ISOMER)","MÉTAFLUMIZONE (E,Z-ISOMER) (N.F.)",NO,139968-49-3
METALAXYL,MÉTALAXYL (N.M.),YES,57837-19-1
METALAXYL-M AND S-ISOMER,MÉTALAXYL-M ET S-ISOMER (N.M.),YES,70630-17-0
METALDEHYDE,MÉTALDÉHYDE (N.M.),YES,108-62-3
METAM-POTASSIUM OR POTASSIUM METHYLDITHIOCARBAMATE,MÉTAM-POTASSIUM,NO,137-41-7
METAM-SODIUM OR SODIUM METHYLDITHIOCARBAMATE,MÉTAM-SODIUM (N.M.),NO,137-42-8
METAMITRON,MÉTAMITRONE (N.F.),NO,41394-05-2
METARHIZIUM ANISOPLIAE (STRAIN AGASSIZ / LRC112),METARHIZIUM ANISOPLIAE (STRAIN AGASSIZ / LRC112),NO,
METARHIZIUM ANISOPLIAE VAR. ACRIDUM,METARHIZIUM ANISOPLIAE VAR. ACRIDUM,NO,
METARHIZIUM BRUNNEUM CB15,METARHIZIUM BRUNNEUM CB15,NO,
METARHIZIUM BRUNNEUM STRAIN F52,METARHIZIUM BRUNNEUM SOUCHE F52,NO,
METARHIZIUM BRUNNEUM STRAIN F52,METARHIZIUM BRUNNEUM SOUCHE F52,YES,
METARHIZIUM BRUNNEUM STRAIN LRC 112,METARHIZIUM BRUNNEUM SOUCHE LRC 112,NO,
METARHIZIUM RILEYI STRAIN PHP1705,METARHIZIUM RILEYI SOUCHE PHP1705,NO,
METARHIZIUM ROBERTSII STRAIN CPD006,METARHIZIUM ROBERTSII SOUCHE CPD006,NO,
METCONAZOLE,MÉTCONAZOLE (N.M.),YES,125116-23-6
METHAMIDOPHOS,METHAMIDOPHOS,NO,10265-92-6
METHIDATHION,METHIDATHION (M),NO,950-37-8
METHIOCARB,METHIOCARBE (M),NO,2032-65-7
METHIOZOLIN,MÉTHIOZOLINE,NO,403640-27-7
METHOMYL,MÉTHOMYL (N.M.),YES,16752-77-5
METHOXYCHLOR,METHOXYCHLORE (M),NO,72-43-5
METHOXYFENOZIDE,MÉTHOXYFÉNOZIDE (N.M.),YES,161050-58-4
METHYL ANTHRANILATE,ANTHRANILATE DE MÉTHYLE (N.M.),NO,134-20-3
METHYL BROMIDE,BROMURE DE MÉTHYLE (N.M.),NO,74-83-9
METHYL ISOTHIOCYANATE,ISOTHIOCYANATE DE METHYLE,NO,556-61-6
METHYL JASMONATE,JASMONATE DE MÉTHYLE,NO,39924-52-2
METHYL NONYL KETONE,MÉTHYL NONYL CÉTONE (N.F.),NO,112-12-9
METHYL SALICYLATE,SALICYLATE DE MÉTHYLE (N.M.),NO,119-36-8
METHYLATED CANOLA OIL,METHYLATED CANOLA OIL,NO,
METHYLATED SEED OIL OF SOYBEAN,HUILE DE GRAINES MÉTHYLÉE DU SOYA (N.F.),NO,
METHYLDODECYLBENZYL TRIMETHYL AMMONIUM CHLORIDE 80% AND METHYLDODECYLXYLYLENE BIS(TRIMETHYL AMMONIUM CHLORIDE) 20%,CHLORURE METHYLDODECYLBENZYL TRIMETHYL AMMONIUM 80% ET METHYLDODECYLXYLYLENE BIS(TRIMETHYL AMMONIUM) 20%,NO,1399-80-0
METHYLENE BIS(THIOCYANATE),BIS(THIOCYANATE) DE MÉTHYLÈNE (N.M.),YES,6317-18-6
METIRAM,MÉTIRAME (N.M.),NO,9006-42-2
METOBROMURON,METOBROMURON (M),NO,3060-89-7
METOFLUTHRIN,MÉTOFLUTHRINE (N.F.),NO,240494-70-6
METOLACHLOR,METOLACHLORE (M),NO,51218-45-2
METRAFENONE,METRAFENONE (N.F.),NO,220899-03-6
METRIBUZIN,MÉTRIBUZINE (N.F.),YES,21087-64-9
METSULFURON-METHYL,METSULFURON-MÉTHYLE (N.M.),YES,74223-64-6
MICROBACTERIUM SP. K49,MICROBACTERIUM SP. K49,NO,
MICROSPHAEROPSIS OCHRACEA (STRAIN P130A),MICROSPHAEROPSIS OCHRACEA (SOUCHE P130A),NO,
MILD PEPINO MOSAIC VIRUS ISOLATE VC1,VIRUS ATTÉNUÉ DE LA MOSAIQUE DU PÉPINO VC1,NO,
MILD PEPINO MOSAIC VIRUS ISOLATE VX1,VIRUS ATTÉNUÉ DE LA MOSAIQUE DU PÉPINO VX1,NO,
MINERAL OIL,HUILE MINERALE (N.F.),YES,
MINERAL OIL (HERBICIDAL OR PLANT GROWTH REGULATOR),HUILE MINERALE (HERBICIDE OU REGULATEUR DE LA CROISSANCE DES PLANTES) (N.F.),NO,
MINERAL OIL - PARAFFIN BASE,HUILE MINÉRALE À BASE DE PARAFFINE (N.F.),NO,
MINERAL SPIRITS,ESSENCE MINÉRALE (N.F.),NO,64742-88-7
MINT,MENTHE (N.F.),NO,
"MIXTURE OF CITRONELLA OIL, CITRUS OIL, EUCALYPTUS OIL, PINE OIL, GERANIUM OIL AND CAMPHOR OIL","MÉLANGE D'ESSENCE DE CITRONELLE, D'ESSENCE D'AGRUMES, D'ESSENCE D'EUCALYPTUS, D'ESSENCE DE PIN, D'ESSENCE DE GÉRANIUM ET HUILE DE CAMPHRE",NO,
MOMFLUOROTHRIN,MOMFLUOROTHRINE,NO,609346-29-4
MONO- AND  DI-POTASSIUM SALT OF PHOSPHOROUS ACID,SELS MONO- ET DI-POTASSIUM DE L'ACIDE PHOSPHOREUX (N.M.),YES,
"MONO- AND DIBASIC SODIUM, POTASSIUM, AND AMMONIUM PHOSPHITES","PHOSPHATES MONOBASIQUE ET DIBASIQUE DE SODIUM, DE POTASSIUM ET D'AMMONIUM",YES,
MONOLINURON,MONOLINURON,NO,1746-81-2
MONURON,MONURON (M),NO,150-68-5
MUSTARD OIL,HUILE DE MOUTARDE (N.F.),NO,57-06-7
MYCLOBUTANIL,MYCLOBUTANIL (N.M.),YES,88671-89-0
"N,N'-METHYLENEBISMORPHOLINE","N,N'-MÉTHYLÈNEBISMORPHOLINE",NO,5625-90-1
"N-ALKYL (25% C12, 60% C14, 15% C16) DIMETHYL BENZYL AMMONIUM CHLORIDE","CHLORURE N-ALKYL (25% C12, 60% C14, 15% C16) DIMÉTHYL BENZYL AMMONIUM
",NO,
"N-ALKYL (50% C12, 30% C14, 17% C16, 3% C18) DIMETHYL BENZYL AMMONIUM CHLORIDE","CHLORURE N-ALKYL (50% C12, 30% C14, 17% C16, 3% C18) DIMETHYL BENZYL AMMONIUM (M)",NO,68391-01-5
"N-ALKYL (50% C12, 30% C14, 17% C16, 3% C18) DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","CHLORURE N-ALKYL (50% C12, 30% C14, 17% C16, 3% C18) DIMETHYL ETHYLBENZYL AMMONIUM",NO,
"N-ALKYL (60% C14, 30% C16, 5% C12, 5% C18)DIMETHYL BENZYL AMMONIUM CHLORIDE","CHLORURE N-ALKYL (60% C14, 30% C16, 5% C12, 5% C18) DIMETHYL BENZYL AMMONIUM",YES,
"N-ALKYL (98% C12, 2% C14) DIMETHYL 1-NAPHTHYLMETHYL AMMONIUM CHLORIDE","CHLORURE N-ALKYL (98% C12, 2% C14) DIMETHYL NAPHTYLMETHYL-1 AMMONIUM (M)",NO,
N-ALKYL DIETHANOLAMINE,N-ALKYL DIETHANOLAMINE,NO,
N-ALKYL POLYETHOXYETHANOL,N-ALKYL POLYETHOXYETHANOL,NO,
"N-ALKYL(3% C12, 95% C14, 2% C16)DIMETHYLBENZYLAMMONIUM CHLORIDE (OR: MYRISTYL DIMETHYLBENZYLAMMONIUM CHLORIDE DIHYDRATE)","CHLORURE N-ALKYL (3% C12, 95% C14, 2% C16) DIMETHYL BENZYL AMMONIUM (OU: CHLORURE DE MYRISTYL DIMETHYL BENZYL D'AMMONIUM)",NO,
"N-ALKYL(40% C12, 50% C14, 10% C16)DIMETHYLBENZYLAMMONIUM SACCHARINATE","SACCHARINATE DE N-ALKYL (40% C12, 50% C14, 10% C16) DIMÉTHYL BENZYL AMMONIUM (N.M.)",YES,
"N-ALKYL(5% C5-18, 61% C12, 23% C14, 11% C16)DIMETHYLBENZYLAMMONIUM CHLORIDE","CHLORURE N-ALKYL (5% C5-18, 61% C12, 23% C14, 11% C16) DIMETHYL BENZYL AMMONIUM",NO,63449-41-2
"N-ALKYL(67% C12, 25% C14, 7% C16, 1% C18)DIMETHYLBENZYLAMMONIUM CHLORIDE","CHLORURE N-ALKYL (67% C12, 25% C14, 7% C16, 1% C18) DIMÉTHYL BENZYL AMMONIUM",YES,
"N-ALKYL(68% C12, 32% C14)DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","CHLORURE N-ALKYL (68% C12, 32% C14) DIMETHYL ETHYLBENZYL AMMONIUM",YES,
"N-ALKYL-1,3-PROPANEDIAMINE ACETATE","ACÉTATE DE N-ALKYLPROPANE-1,3-DIAMINE",YES,61791-64-8
"N-BUTYL-1,2-BENZISOTHIAZOLIN-3-ONE","N-BUTYL-1,2-BENZISOTHIAZOLIN-3-ONE",NO,4299-07-4
"N-COCO-ALKYLTRIMETHYLENE DIAMINES PRESENT AS
MONOBENZOATE SALT","N-COCO-ALKYLTRIMÉTHYLÈNEDIAMINE PRÉSENT SOUS FORME DE
SEL DE MONOBENZOATE",YES,
"N-CYCLOPROPYL-N'-(1,1-DIMETHYLETHYL)-6-(METHYLTHIO)-1,3,5-TRIAZINE-2,4-DIAMINE","N-CYCLOPROPYL-N'-(1,1-DIMÉTHYLÉTHYL)-6-(MÉTHYLTHIO)-1,3,5-TRIAZINE-2,4-DIAMINE",NO,28159-98-0
N-DECANOL,N-DÉCANOL (N.M.),YES,112-30-1
"N-DIALKYL(5% C12, 60% C14, 30% C16, 5% C18)METHYLBENZYLAMMONIUM CHLORIDE","CHLORURE DIALKYL (5% C12, 60% C14, 30% C16, 5% C18) METHYL BENZYL AMMONIUM",YES,
N-METHYLOL CHLOROACETAMIDE,N-METHYLOL CHLORACETAMIDE,NO,2832-19-1
N-OCTYL BICYCLOHEPTENE DICARBOXIMIDE,N-OCTYL BICYCLOHEPTÈNE DICARBOXIMIDE,NO,113-48-4
N-PHENYL MERCURY 2-ETHYLHEXYL MALEATE,N-PHENYL ETHYLHEXYL-2 MALEATE DE MERCURE,NO,
"N-[A-(1-NITROETHYL)BENZYL]ETHYLENEDIAMINE, PRESENT AS POTASSIUM SALT","N[A-(NITROETHYL-1)BENZYL]ETHYLENEDIAMINE (M), PRESENT SOUS FORME DE SEL DE POTASSIUM",NO,14762-38-0
NABAM,NABAME,NO,142-59-6
NALED,NALED (N.M.),YES,300-76-5
NAPHTHALENE,NAPHTALÈNE (N.M.),NO,91-20-3
"NAPHTHALENE ACETIC ACID (PRESENT AS ETHYL ESTER, SODIUM SALT, OR AMMONIUM SALT)","ACIDE NAPTYLACÉTIQUE (N.M.) (PRÉSENT SOUS FORME D'ESTER D'ÉTHYLE, DE SEL DE SODIUM, OU DE SEL D'AMMONIUM)",YES,86-87-3
NAPHTHALENEACETAMIDE,NAPHTALÈNEACÉTAMIDE,NO,86-86-2
NAPROPAMIDE,NAPROPAMIDE (N.M.),YES,15299-99-7
NAPTALAM (PRESENT AS ACID OR AS SODIUM SALT),NAPTALAME (PRÉSENT SOUS FORME D'ACIDE OU DE SEL DE SODIUM),NO,132-66-1
NATAMYCIN,NATAMYCINE (N.F.),NO,7681-93-8
NATURAL GUM RESINS,GOMME DE RESINES NATURELLES,NO,
NEEM OIL,NEEM OIL,NO,8002-65-1
NEMAGON,NEMAGON,NO,
NEODIPRION ABIETIS NUCLEOPOLYHEDROVIRUS,NUCLÉOPOLYHEDROVIRUS CONTRE LE NEODIPRION ABIETIS,NO,
NICARBAZIN,NICARBAZINE,NO,330-95-0
NICLOSAMIDE,NICLOSAMIDE (N.M.),YES,50-65-7
NICOSULFURON,NICOSULFURON (N.M.),YES,111991-09-4
NICOTINE (PRESENT AS ALKALOID OR AS SULPHATE),"NICOTINE, PRESENT SOUS FORME D'ALKALOIDE OU DE SULPHATE",NO,54-11-5
NITRAPYRIN,NITRAPYRINE,NO,1929-82-4
NITROFURAZONE,NITROFURAZONE (N.F.),NO,59-87-0
NONYLPHENOXYPOLYETHOXYETHANOL,NONYLPHÉNOXY POLYÉTHOXY ÉTHANOL,YES,9016-45-9
NONYLPHENOXYPOLYETHOXYETHANOL - IODINE COMPLEX,COMPLEXE IODURE DE NONYLPHENOXYPOLYETHOXYETHANOL (M),NO,35860-86-7
NOSEMA (PARANOSEMA) LOCUSTAE CANNING,NOSEMA (PARANOSEMA) LOCUSTAE CANNING,NO,
NOT AVAILABLE (THE CODE N/A WAS APPLIED TO HISTORICAL PRODUCTS FOR WHICH THERE WAS INSUFFICIENT INFORMATION REGARDING ACTIVE INGREDIENT),NOT AVAILABLE (THE CODE N/A WAS APPLIED TO HISTORICAL PRODUCTS FOR WHICH THERE WAS INSUFFICIENT INFORMATION REGARDING ACTIVE INGREDIENT),NO,
NOVALURON,"NOVALURON (N.M.)
",YES,116714-46-6
NOVIFLUMURON,NOVIFLUMURON (N.M.),NO,121451-02-3
NUCLEAR POLYHEDROSIS VIRUS OF RED-HEADED PINE SAWFLY,VIRUS DE LA POLYÉDROSE NUCLÉAIRE DE LECONTE (N.M.),NO,
NUCLEOPOLYHEDROVIRUS FOR DOUGLAS-FIR TUSSOCK MOTH,VIRUS DE LA POLYÉDROSE NUCLÉAIRE DE LA CHENILLE À HOUPPES DU DOUGLAS,NO,
NURANONE,NURANONE (N.F.),NO,64726-91-6
O-BENZYL-P-CHLOROPHENOL,O-BENZYL-P-CHLOROPHENOL,NO,120-32-1
"OCTADEC-9-ENOIC ACID, ETHYL ESTER",OLÉATE D'ÉTHYLE (N.M.),NO,111-62-6
"OCTADEC-9-ENOIC ACID, METHYL ESTER",OLÉATE DE MÉTHYLE (N.M.),NO,112-62-9
OCTENOL,OCTENOL,NO,3391-86-4
OCTYLDECYLDIMETHYLAMMONIUM CHLORIDE,CHLORURE D'OCTYL DÉCYL DIMÉTHYL AMMONIUM (N.M.),YES,32426-11-2
OCTYLPHENOXYPOLYETHOXYETHANOL,OCTYLPHÉNOXYPOLYÉTHOXY ÉTHANOL (N.M.),NO,9036-19-5
OCTYLPHENOXYPOLYETHOXYETHANOL PHOSPHATE ESTER,ESTER DU PHOSPHATE D'OCTYLPHENOXYPOLYETHOXYETHANOL,NO,83653-35-4
OIL OF BLACK PEPPER,ESSENCE DE POIVRE NOIR (N.F.),NO,8006-82-4
OIL OF LAVENDER,HUILE DE LAVANDE (N.F.),NO,8000-28-0
"OIL OF LEMON EUCALYPTUS, HYDRATED, CYCLIZED","D'HUILE EUCALYPTUS CITRONNÉ, HYDRATE, CYCLISÉ (N.F.)",NO,1245629-80-4
OLEORESIN CAPSICUM EXTRACT,EXTRAIT D'OLÉORÉSINE DE CAPSICUM,NO,8023-77-6
OLIGONUCLEOTIDE - TGAI - GLB SEQUENCE ES179,OLIGONUCLEOTIDE - TGAI - GLB SEQUENCE ES179,NO,
OLIGONUCLEOTIDE - TGAI - GLB SEQUENCE ES180,OLIGONUCLEOTIDE - TGAI - GLB SEQUENCE ES180,NO,
OLIGONUCLEOTIDE - TGAI - GLB SEQUENCE ES203,OLIGONUCLEOTIDE - TGAI - GLB SEQUENCE ES203,NO,
OLIGONUCLEOTIDE - TGAI - GLB SEQUENCE ES204,OLIGONUCLEOTIDE - TGAI - GLB SEQUENCE ES204,NO,
OPHIOSTOMA PILIFERUM FUNGUS,CHAMPIGNON OPHIOSTOMA PILIFERUM,NO,
ORGYIA LEUCOSTIGMA NUCLEOPOLYHEDROVIRUS (OISNPV),ORGYIA LEUCOSTIGMA NUCLEOPOLYHEDROVIRUS (OISNPV),NO,
ORIENTAL MUSTARD SEED MEAL,SEMOULE DE GRAINES DE MOUTARDE ORIENTALE (N.F.),NO,
OXADIAZON,OXADIAZON,NO,19666-30-9
OXALIC ACID DIHYDRATE,ACIDE OXALIQUE DIHYDRATE (N.M.),NO,6153-56-6
OXAMYL,OXAMYL (N.M.),YES,23135-22-0
OXATHIAPIPROLIN,OXATHIAPIPROLINE (N.F.),NO,1003318-67-9
OXINE BENZOATE,BENZOATE D'OXINE,NO,7091-57-8
OXINE METHYLMERCURY,OXINE DE METHYLMERCURE (M),NO,
OXIRANE DERIVATIVES (50% MINIMUM),DÉRIVÉS D'OXIRANE (50% MINIMUM),YES,
OXYCARBOXIN,OXYCARBOXINE,NO,5259-88-1
OXYDEMETON-METHYL,OXYDÉMÉTON-MÉTHYL (N.M.),NO,301-12-2
OXYDIETHYLENE BIS(ALKYL DIMETHYL AMMONIUM CHLORIDE),CHLORURE D'OXYDIETHYLENE BIS-(ALKYLDIMETHYLE) AMMONIUM,YES,68609-28-3
OXYFLUORFEN,OXYFLUORFÈNE (N.M.),YES,42874-03-3
OZONE,OZONE (N.F.),YES,10028-15-1
"P-MENTHANE-3,8-DIOL","P-MENTHANE-3,8-DIOL",NO,42822-86-6
P-TERT AMYL PHENOL,P-TERT-AMYLPHENOL,NO,80-46-6
PACLOBUTRAZOL,PACLOBUTRAZOL (N.M.),YES,76738-62-0
PAECILOMYCES FUMOSOROSEUS STRAIN FE 9901,PAECILOMYCES FUMOSOROSEUS SOUCHE FE 9901,NO,
PAENIBACILLUS POLYMYXA,PAENIBACILLUS POLYMYXA,NO,
PAENIBACILLUS POLYMYXA STRAIN 4G4,PAENIBACILLUS POLYMYXA SOUCHE 4G4,NO,
PAENIBACILLUS POLYMYXA STRAIN DJM4H12,PAENIBACILLUS POLYMYXA SOUCHE DJM4H12,NO,
PANTOEA AGGLOMERANS C9-1,PANTOEA AGGLOMERANS C9-1,NO,
PANTOEA AGGLOMERANS STRAIN E325 (NRRL B-21856),PANTOEA AGGLOMERANS STRAIN E325 (NRRL B-21856),NO,
PARADICHLOROBENZENE,PARA-DICHLOROBENZÈNE (N.M.),NO,106-46-7
PARAFFIN BASE PETROLEUM OIL,HUILE DE PÉTROLE PARAFFINIQUE (N.F.),NO,
PARAFORMALDEHYDE,PARAFORMALDÉHYDE,NO,30525-89-4
PARAQUAT,PARAQUAT,NO,4685-14-7
PARATHION,PARATHION (M),NO,56-38-2
PASTEURIA NISHIZAWAE PN1,PASTEURIA NISHIZAWAE PN1,NO,
PCS041.1,PCS041.1,NO,
PEBULATE,PEBULATE (M),NO,1114-71-2
PELARGONIC ACID,ACIDE PÉLARGONIQUE (N.M.),NO,112-05-0
PENDIMETHALIN,PENDIMÉTHALINE,YES,40487-42-1
